image,label
EuroSAT_RGB/AnnualCrop/AnnualCrop_1505.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1027.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1861.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1454.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1224.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1341.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1553.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1477.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1820.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1718.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1348.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1245.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1699.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1254.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_155.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1391.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1675.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1747.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1680.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_118.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1628.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1415.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1651.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1774.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1890.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_14.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1419.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1424.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1079.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1763.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1808.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1599.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1482.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1784.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1670.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1652.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1242.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1030.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1182.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1830.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1087.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1743.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1426.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1502.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1197.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1464.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1411.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1074.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1824.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1215.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1914.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1630.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1204.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_122.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1132.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1184.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1911.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1008.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1697.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1006.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1210.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1389.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_101.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1359.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1352.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1153.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1265.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_141.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1203.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_100.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1002.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1272.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1330.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1430.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1791.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_107.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_175.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1863.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_108.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1765.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1650.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1003.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1243.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1546.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1018.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1131.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1148.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1874.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1478.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1603.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1524.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1547.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1393.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1495.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1750.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1086.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1802.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1398.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1016.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1855.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_181.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1236.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1790.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1731.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1468.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1901.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_103.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1439.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1021.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_188.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1883.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1912.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1244.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1463.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1412.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1308.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1417.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1240.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1280.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1649.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1453.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_165.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1913.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1915.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1376.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1539.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1622.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1312.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1239.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_139.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1081.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1220.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1337.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1336.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1804.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1274.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1017.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1858.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1335.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1296.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1146.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1857.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1575.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1484.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1390.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1091.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1319.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1082.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1755.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1662.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1128.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1196.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1214.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1829.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1053.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1109.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1693.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1460.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1526.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1713.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1873.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1138.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1036.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1557.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1160.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1429.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1788.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1347.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1452.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1271.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1613.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1234.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1315.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1782.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1729.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1042.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1325.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1143.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1046.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1588.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_127.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1536.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1180.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1582.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1402.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1434.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1450.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1162.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1815.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1694.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1024.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1740.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1744.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1009.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_111.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1328.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1200.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1869.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1609.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1776.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1253.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1199.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1226.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_13.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1657.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1516.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_102.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1576.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1646.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1333.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1107.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_106.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1113.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1209.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1880.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1071.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1684.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1653.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1130.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_110.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1517.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1088.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1119.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1842.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1466.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1794.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1856.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1221.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_150.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1754.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_159.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1579.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1311.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1654.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1323.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_134.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1535.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1397.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1264.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1100.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1354.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1121.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1551.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1726.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1775.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1201.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1632.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_162.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1910.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1302.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1602.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1039.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1661.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_148.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_123.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1611.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1118.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1637.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1638.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1806.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1344.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1174.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1561.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1334.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1355.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1149.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1173.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1332.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1168.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1767.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1176.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_12.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1455.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1090.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1458.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1158.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1068.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1739.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1392.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1683.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1691.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1029.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1252.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1451.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1590.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1564.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1772.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1368.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1859.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1725.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1522.jpg,AnnualCrop
EuroSAT_RGB/AnnualCrop/AnnualCrop_1001.jpg,AnnualCrop
